,molecule_cheml_id,standard_value,canonical_smiles,bioactivity_class
3666,CHEMBL66867,369.83,COc1ccc2c(c1)C1C(CC2)C1(C)c1ccncc1,active
3667,CHEMBL63336,4295.36,COc1ccc(Br)c2c1CCC1C(c3ccncc3)C21,intermediate
3668,CHEMBL419619,1399.59,COc1cc2c(cc1Br)CCC1C(c3ccncc3)C21,intermediate
3669,CHEMBL65590,5000.35,Oc1cccc2c1CCC1C(c3ccncc3)C21,intermediate
3670,CHEMBL304222,330.37,Oc1ccc2c(c1)CCC1C(c3ccncc3)C21,active
3671,CHEMBL304583,66.07,Oc1ccc2c(c1)C1C(CC2)C1c1ccncc1,active
3672,CHEMBL168636,9204.5,O=C1/C(=C/c2cccnc2)CCc2ccccc21,intermediate
3673,CHEMBL413344,38018.94,O=C1/C(=C/c2cnccn2)CCc2ccccc21,inactive
3674,CHEMBL169086,1099.01,O=C1/C(=C/c2cncs2)CCc2ccccc21,intermediate
3675,CHEMBL415753,17988.71,O=C1/C(=C/c2cc[nH]n2)CCc2ccccc21,inactive
3676,CHEMBL168434,260.02,O=C1/C(=C/c2c[nH]cn2)CCc2ccccc21,active
3677,CHEMBL168444,26977.39,O=C1c2ccccc2CCC1C(O)c1ccncn1,inactive
3678,CHEMBL440930,13001.7,c1cncc(C2C3CCc4ccccc4C32)c1,inactive
3679,CHEMBL353068,51050.5,c1ccc2c(c1)CCC1C(c3cc[nH]n3)C21,inactive
3680,CHEMBL352645,599.79,c1ccc2c(c1)CCC1C(c3c[nH]cn3)C21,active
3681,CHEMBL5405156,510.5,Cc1c(Cn2ccnc2)ccc2ccc(F)cc12,active
3682,CHEMBL5396048,179.89,Cc1c(Cn2ccnc2)ccc2c(F)cc(F)cc12,active
3683,CHEMBL5440376,570.16,COc1cc2ccc(Cn3ccnc3)c(C)c2cc1F,active
3684,CHEMBL5439806,959.4,COc1c(F)cc2c(C)c(Cn3ccnc3)ccc2c1F,active
3685,CHEMBL1098424,159.96,Fc1ccc2ccc(Cn3ccnc3)cc2c1,active
3686,CHEMBL5426314,359.75,Fc1cc(F)c2ccc(Cn3ccnc3)cc2c1,active
3687,CHEMBL5399600,169.82,COc1cc2ccc(Cn3ccnc3)cc2cc1F,active
3688,CHEMBL5434685,760.33,COC1C(F)=Cc2cc(Cn3ccnc3)ccc2C1F,active
3689,CHEMBL5413419,1698.24,COc1ccc2cc(Cn3ccnc3)ccc2c1,intermediate
3690,CHEMBL351271,970.51,c1ccc2cc(Cn3ccnc3)ccc2c1,active
3691,CHEMBL102409,299.92,O=C(Cc1ccncc1)OC1CCCCC1,active
3692,CHEMBL5417558,1999.86,C[C@H]1CC[C@@H](OC(=O)Cc2ccncc2)CC1,intermediate
3693,CHEMBL5438005,119.95,CC[C@H]1CC[C@@H](OC(=O)Cc2ccncc2)CC1,active
3694,CHEMBL5416052,309.74,CC(C)(C)[C@H]1CC[C@H](OC(=O)Cc2ccncc2)CC1,active
3695,CHEMBL5430986,3198.9,CC1CCCCC1OC(=O)Cc1ccncc1,intermediate
3696,CHEMBL105289,2301.44,O=C(Cc1ccncc1)OC1CCCC1,intermediate
3697,CHEMBL104566,1999.86,CC1CCC(OC(=O)Cc2ccncc2)C1,intermediate
3698,CHEMBL5406205,239.88,CC(C)[C@H]1CC[C@H](C)C[C@@H]1OC(=O)Cc1ccncc1,active
3699,CHEMBL5428947,339.63,O=C(Cc1ccncc1)O[C@H]1C[C@H]2CC[C@@H]1C2,active
3700,CHEMBL5421275,97.05,CC1(C)[C@H]2CC[C@]1(C)[C@H](OC(=O)Cc1ccncc1)C2,active
3701,CHEMBL5425135,95.94,C[C@@H]1[C@H]2C[C@@H](C[C@H]1OC(=O)Cc1ccncc1)C2(C)C,active
3702,CHEMBL104047,88.92,O=C(Cc1ccncc1)OC12CC3CC(CC(C3)C1)C2,active
3703,CHEMBL323546,13899.53,O=C(Cc1ccncc1)Oc1ccccc1,inactive
3704,CHEMBL323585,11803.21,CC(C)CCOC(=O)Cc1ccncc1,inactive
3705,CHEMBL104126,9705.1,CC(C)CC(C)OC(=O)Cc1ccncc1,intermediate
3706,CHEMBL102981,2098.94,CC(C(=O)OC1CCCCC1)c1ccncc1,intermediate
3707,CHEMBL103685,13001.7,CC(C)(C(=O)OC1CCCCC1)c1ccncc1,inactive
3708,CHEMBL5421289,119.95,C[C@@H]1[C@@H](OC(=O)Cc2ccncc2)C[C@H]2C[C@]1(C)C2(C)C,active
3709,CHEMBL5406968,1321.3,CC(C(=O)O[C@H]1C[C@H]2C[C@@H]([C@@H]1C)C2(C)C)c1ccncc1,intermediate
3710,CHEMBL5415900,3845.92,C[C@@H]1[C@@H](OC(=O)C(C)(C)c2ccncc2)C[C@H]2C[C@@H]1C2(C)C,intermediate
3711,CHEMBL5401549,3962.78,CCC(C(=O)O[C@H]1C[C@H]2C[C@@H]([C@@H]1C)C2(C)C)c1ccncc1,intermediate
3712,CHEMBL5417020,54954.09,CCC(CC)(C(=O)O[C@H]1C[C@H]2C[C@@H]([C@@H]1C)C2(C)C)c1ccncc1,inactive
3713,CHEMBL5430729,439.54,C[C@@H]1CC[C@]23C[C@@H]1C(C)(C)[C@@H]2CC[C@@]3(C)OC(=O)Cc1ccncc1,active
3714,CHEMBL5433734,5597.58,C[C@@H]1[C@@H](OC(=O)Cc2cccnc2)C[C@H]2C[C@@H]1C2(C)C,intermediate
3715,CHEMBL5412704,8892.01,CC(C(=O)O[C@H]1C[C@H]2C[C@@H]([C@@H]1C)C2(C)C)c1cccnc1,intermediate
3716,CHEMBL5407494,29991.63,C[C@@H]1[C@@H](OC(=O)C(C)(C)c2cccnc2)C[C@H]2C[C@@H]1C2(C)C,inactive
3717,CHEMBL135037,8892.01,O=C(Cc1cccnc1)OC12CC3CC(CC(C3)C1)C2,intermediate
3718,CHEMBL134509,9099.13,CC(C(=O)OC12CC3CC(CC(C3)C1)C2)c1cccnc1,intermediate
3719,CHEMBL134169,34994.52,CC(C)(C(=O)OC12CC3CC(CC(C3)C1)C2)c1cccnc1,inactive
3720,CHEMBL3084924,10789.47,CC1(OC(=O)Cc2cccnc2)C2CC3CC(C2)CC1C3,inactive
3721,CHEMBL3084923,39994.47,CC(C)(C(=O)OC1(C)C2CC3CC(C2)CC1C3)c1cccnc1,inactive
3722,CHEMBL5401526,1698.24,C[C@@H]1CC[C@]23C[C@@H]1C(C)(C)[C@@H]2CC[C@@]3(C)OC(=O)Cc1cccnc1,intermediate
3723,CHEMBL5397043,80537.84,C[C@@H]1CC[C@]23C[C@@H]1C(C)(C)[C@@H]2CC[C@@]3(C)OC(=O)C(C)(C)c1ccccn1,inactive
3724,CHEMBL275638,47973.34,O=c1cc(-c2ccccc2)oc2ccccc12,inactive
3725,CHEMBL276915,209.89,O=c1cc(-c2ccccc2)oc2cc(O)ccc12,active
3726,CHEMBL28,2897.34,O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,intermediate
3727,CHEMBL117,699.84,O=c1cc(-c2ccccc2)oc2cc(O)cc(O)c12,active
3728,CHEMBL16782,88715.6,COc1ccc2c(=O)cc(-c3ccccc3)oc2c1,inactive
3729,CHEMBL75267,82985.08,O=c1cc(-c2ccccc2)oc2c(O)c(O)ccc12,inactive
3730,CHEMBL32571,90991.33,O=C1CC(c2ccc(O)cc2)Oc2cc(O)cc(O)c21,inactive
3731,CHEMBL9687,80352.61,COc1ccc2c(c1)OC(c1ccccc1)CC2=O,inactive
3732,CHEMBL151,1199.5,O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,intermediate
3733,CHEMBL274318,13803.84,O=C1CC(c2ccccc2)Oc2ccccc21,inactive
3734,CHEMBL97542,2398.83,O=C1CC(c2ccccc2)Oc2cc(O)ccc21,intermediate
3735,CHEMBL307893,599.79,O=C1CC(c2ccc(O)c(O)c2)Oc2cc(O)cc(O)c21,active
3736,CHEMBL88169,3303.7,COc1ccc(C2CC(=O)c3c(O)cc(O)cc3O2)cc1O,intermediate
3737,CHEMBL276473,30619.63,O=C(/C=C/c1ccccc1)c1ccc(O)cc1,inactive
3738,CHEMBL317221,14288.94,COc1cc(O)c(C(=O)/C=C/c2ccccc2)c(O)c1,inactive
3739,CHEMBL491692,34593.94,O=C(CCc1ccc(O)cc1)c1ccccc1O,inactive
3740,CHEMBL45068,2600.16,O=C(CCc1ccc(O)cc1)c1c(O)cc(O)cc1O,intermediate
3741,CHEMBL492818,2798.98,O=C(CCc1ccc(O)c(O)c1)c1c(O)cc(O)cc1O,intermediate
3742,CHEMBL133081,24210.29,COc1ccc(CCC(=O)c2c(O)cc(O)cc2O)cc1O,inactive
3743,CHEMBL161230,239.88,N#Cc1ccc(Cn2ccnc2)c2occc(=O)c12,active
3744,CHEMBL351167,1099.01,O=c1ccoc2c(Cn3ccnc3)ccc([N+](=O)[O-])c12,intermediate
3745,CHEMBL161530,2098.94,O=c1ccoc2c(Cn3ccnc3)ccc(Br)c12,intermediate
3746,CHEMBL421149,42.95,N#Cc1ccc(Cn2ccnc2)c2oc3ccccc3c(=O)c12,active
3747,CHEMBL159073,39.99,O=c1c2ccccc2oc2c(Cn3ccnc3)ccc([N+](=O)[O-])c12,active
3748,CHEMBL421829,88.92,O=c1c2ccccc2oc2c(Cn3ccnc3)ccc(Br)c12,active
3749,CHEMBL442373,2301.44,N#Cc1ccc(Cn2ccnc2)c2c(=O)c3ccccc3oc12,intermediate
3750,CHEMBL307160,970.51,O=c1c2ccccc2oc2c([N+](=O)[O-])ccc(Cn3ccnc3)c12,active
3751,CHEMBL78322,939.72,O=c1c2ccccc2oc2c(Br)ccc(Cn3ccnc3)c12,active
3752,CHEMBL158984,100.0,O=c1ccoc2cc(Cn3ccnc3)ccc12,active
3753,CHEMBL157925,3698.28,O=c1ccoc2cc(Cn3cnnc3)ccc12,intermediate
3754,CHEMBL350922,389.94,O=c1c2ccccc2oc2cc(Cn3ccnc3)ccc12,active
3755,CHEMBL158635,549.54,COc1ccc2c(=O)c(Cn3ccnc3)c(-c3ccccc3)oc2c1,active
3756,CHEMBL5398185,6606.93,COc1ccc2c(c1)OC(c1ccccc1OC)CC2=O,intermediate
3757,CHEMBL256407,3499.45,COc1ccc2c(c1)OC(c1cccc(O)c1)CC2=O,intermediate
3758,CHEMBL402970,3698.28,COc1ccc2c(c1)OC(c1ccc(O)cc1)CC2=O,intermediate
3759,CHEMBL3401429,2500.35,COc1ccc2c(c1)OC(c1ccc(O)c(O)c1)CC2=O,intermediate
3760,CHEMBL5434837,6194.41,COc1ccc2c(c1)OC(c1ccc(OC)c(O)c1)CC2=O,intermediate
3761,CHEMBL5426214,5395.11,COc1ccc2c(c1)OC(c1ccc(O)c(OC)c1)CC2=O,intermediate
3762,CHEMBL5420745,3499.45,COc1ccc2c(c1)OC(c1cc(O)cc(O)c1)CC2=O,intermediate
3763,CHEMBL5405593,6606.93,COc1ccc2c(c1)OC(c1cccc(OC)c1OC)CC2=O,intermediate
3764,CHEMBL5418934,7998.34,COc1ccc2c(c1)OC(c1ccc(OC)cc1OC)CC2=O,intermediate
3765,CHEMBL5417396,4797.33,COc1ccc2c(c1)OC(c1ccc(OC)c(OC)c1OC)CC2=O,intermediate
3766,CHEMBL185809,1599.56,COc1ccc2c(=O)c(-c3ccccc3)c(SCc3ccncc3)oc2c1,intermediate
3767,CHEMBL185819,9204.5,COc1ccc2c(=O)c(-c3ccccc3)c(SCc3cccnc3)oc2c1,intermediate
3768,CHEMBL184051,2999.16,COc1ccc2c(=O)c(-c3ccc(C)cc3)c(SCc3ccncc3)oc2c1,intermediate
3769,CHEMBL361653,3097.42,COc1ccc(-c2c(SCc3ccncc3)oc3cc(OC)ccc3c2=O)cc1,intermediate
3770,CHEMBL188664,209.89,O=c1c(-c2ccccc2)c(SCc2ccncc2)oc2cc(OCc3ccccc3)ccc12,active
3771,CHEMBL186079,529.66,COc1ccc(-c2c(SCc3ccncc3)oc3cc(OCc4ccccc4)ccc3c2=O)cc1,active
3772,CHEMBL184749,609.54,O=c1c(-c2ccccc2)c(SCc2ccncc2)oc2cc(O)ccc12,active
3773,CHEMBL364326,3597.49,O=c1c(-c2ccccc2)c(SCc2cccnc2)oc2cc(O)ccc12,intermediate
3774,CHEMBL185950,279.9,O=c1c(-c2ccc(O)cc2)c(SCc2ccncc2)oc2cc(O)ccc12,active
3775,CHEMBL187068,219.79,COc1ccc(-c2c(SCc3ccncc3)oc3cc(O)ccc3c2=O)cc1,active
3776,CHEMBL375292,2818.38,Cc1ncc2c(n1)-c1ccccc1C2n1ccnc1,intermediate
3777,CHEMBL387518,26915.35,O=C1c2ccccc2-c2nnc(Cn3ccnc3)cc21,inactive
3778,CHEMBL225447,2818.38,c1ccc2c(c1)-c1ccccc1C2n1ccnc1,intermediate
3779,CHEMBL223874,74.13,c1ccc(C2(n3ccnc3)c3ccccc3-c3ccccc32)cc1,active
3780,CHEMBL376371,3981.07,c1ccc(C2(n3cncn3)c3ccccc3-c3ccccc32)cc1,intermediate
3781,CHEMBL5414372,2818.38,COc1cccc2cc(Cn3ccnc3)c(=O)oc12,intermediate
3782,CHEMBL427247,2089.3,O=c1cc(Cn2ccnc2)c2ccccc2o1,intermediate
3783,CHEMBL225472,281.84,COc1ccc2c(Cn3ccnc3)cc(=O)oc2c1,active
3784,CHEMBL5421164,3630.78,COc1ccc2c(Cn3cnnc3)cc(=O)oc2c1,intermediate
3785,CHEMBL225178,758.58,O=c1cc(OCCn2ccnc2)c2ccccc2o1,active
3786,CHEMBL375497,100000.0,COc1ccc2c(OCCn3ccnc3)cc(=O)oc2c1,inactive
3787,CHEMBL437731,51.29,O=c1cc(Cn2ccnc2)c2ccc(Oc3ccccc3)cc2o1,active
3788,CHEMBL375046,169.82,COc1cc(Cn2ccnc2)c2ccc(=O)oc2c1,active
3789,CHEMBL224228,144.54,O=c1ccc2cc(Cn3ccnc3)ccc2o1,active
3790,CHEMBL224649,676.08,O=c1ccc2ccc(Cn3ccnc3)cc2o1,active
3791,CHEMBL5394126,31622.78,O=c1ccc2ccc(Cn3cnnc3)cc2o1,inactive
3792,CHEMBL390152,31622.78,O=c1ccc2ccc(OCCn3ccnc3)cc2o1,inactive
3793,CHEMBL223983,31622.78,COc1ccc2ccc(=O)oc2c1Cn1ccnc1,inactive
3794,CHEMBL224786,5128.61,O=c1oc2ccccc2c(Cn2ccnc2)c1-c1ccccc1,intermediate
3795,CHEMBL224787,107.15,COc1ccc2c(-c3ccccc3)c(Cn3ccnc3)c(=O)oc2c1,active
3796,CHEMBL225499,151.36,O=c1cc(Cn2ccnc2)c2ccc(OCc3ccccc3)cc2o1,active
3797,CHEMBL224600,1122.02,S=c1ccc2cc(Cn3ccnc3)ccc2o1,intermediate
3798,CHEMBL4553272,7691.3,COc1ccc(/C=C/c2c(CC=C(C)C)c(O)cc(O)c2CC=C(C)C)cc1,intermediate
3799,CHEMBL4515706,5296.63,COc1ccc(/C=C/c2c(CC=C(C)C)c(O)cc(O)c2CC=C(C)C)cc1O,intermediate
3800,CHEMBL5413924,4295.36,COc1ccc(/C=C\c2c(CC=C(C)C)c(O)cc(O)c2CC=C(C)C)cc1,intermediate
3801,CHEMBL5428361,5997.91,COc1ccc(/C=C\c2c(CC=C(C)C)c(O)cc(O)c2CC=C(C)C)cc1O,intermediate
3802,CHEMBL5427782,9397.23,CC(C)=CCc1c(O)cc2c(c1/C=C/c1ccc(O)cc1)CC(C(C)(C)O)O2,intermediate
3803,CHEMBL5419796,11091.75,COc1ccc(/C=C/c2c(CC=C(C)C)c(O)cc3c2CC(C(C)(C)O)O3)cc1,inactive
3804,CHEMBL5429907,11194.38,COc1ccc(/C=C\c2c(CC=C(C)C)c(O)cc3c2CC(C(C)(C)O)O3)cc1O,inactive
3805,CHEMBL4517895,5000.35,COc1ccc(/C=C/c2c(CC=C(C)C)c(O)cc3c2CCC(C)(C)O3)cc1O,intermediate
3806,CHEMBL4517937,8203.52,COc1ccc(/C=C/c2c(CC=C(C)C)c(O)cc3c2CC(O)C(C)(C)O3)cc1,intermediate
3807,CHEMBL5418780,9506.05,COc1ccc(/C=C/c2c(CC=C(C)C)c(O)cc3c2CC(O)C(C)(C)O3)cc1O,intermediate
3808,CHEMBL5409753,9397.23,COc1ccc(/C=C\c2c(CC=C(C)C)c(O)cc3c2CCC(C)(C)O3)cc1O,intermediate
3809,CHEMBL4451577,3899.42,CC(C)=CCc1c(O)cc2c(c1/C=C\c1ccc(O)cc1)CCC(C)(C)O2,intermediate
3810,CHEMBL5429699,10000.0,COc1ccc(/C=C/c2c(CC=C(C)C)c(O)cc(O)c2CC(O)=C(C)C)cc1,inactive
3811,CHEMBL5425965,8203.52,CCCCCc1c(CC=C(C)C)c(O)cc(O)c1CC=C(C)C,intermediate
3812,CHEMBL4465694,2697.74,CC(C)=CCc1c(O)cc(O)c(CC=C(C)C)c1/C=C/c1ccc(O)cc1,intermediate
3813,CHEMBL556429,500.03,COc1ccc([C@@H]2CC(=O)c3c(O)cc(O)c(CC=C(C)C)c3O2)cc1,active
3814,CHEMBL52509,6397.35,c1cnc2c(c1)C(n1ccnc1)CCC2,intermediate
3815,CHEMBL300109,159.96,c1cnc2c(c1)C(Cn1ccnc1)CCC2,active
3816,CHEMBL53068,169.82,C1=C(Cn2ccnc2)c2cccnc2CC1,active
3817,CHEMBL292899,380.19,c1cnc2c(c1)C(CCn1ccnc1)CCC2,active
3818,CHEMBL293122,500.03,C1=C(CCn2ccnc2)c2cccnc2CC1,active
3819,CHEMBL54803,349.95,c1cc(CCn2ccnc2)c2cccnc2c1,active
3820,CHEMBL53644,699.84,c1ccc2c(c1)CCCC2CCn1ccnc1,active
3821,CHEMBL301106,349.95,c1cnc2c(c1)C(CCCn1ccnc1)CCC2,active
3822,CHEMBL53290,219.79,C1=C(CCCn2ccnc2)c2cccnc2CC1,active
3823,CHEMBL55144,920.45,c1cn(CCC2CCCc3occc32)cn1,active
3824,CHEMBL291700,439.54,c1cn(CCC2CCCc3sccc32)cn1,active
3825,CHEMBL55083,2398.83,C(\Cn1ccnc1)=C1\CCCc2occc21,intermediate
3826,CHEMBL57513,680.77,C(\Cn1ccnc1)=C1\CCCc2sccc21,active
3827,CHEMBL460382,3556.31,c1cc(CCn2ccnc2)c2ccsc2c1,intermediate
3828,CHEMBL301608,110917.48,c1cnc2c(c1)CCCC2n1ccnc1,inactive
3829,CHEMBL299066,3061.96,c1cc2cc(-n3ccnc3)ccc2cn1,intermediate
3830,CHEMBL5403749,1380.38,c1cc2cc(Cn3ccnc3)ccc2cn1,intermediate
3831,CHEMBL165,25003.45,Oc1ccc(/C=C/c2cc(O)cc(O)c2)cc1,inactive
3832,CHEMBL69011,21978.6,Nc1ccc(/C=C/c2ccccc2)cc1,inactive
3833,CHEMBL1642686,4216.97,Nc1cccc(/C=C/c2ccccc2)c1,intermediate
3834,CHEMBL1173699,309.74,COc1ccc(OC)c(/C=C/c2ccc(N)cc2)c1,active
3835,CHEMBL324290,309.74,COc1cc(/C=C/c2ccc(N)cc2)cc(OC)c1,active
3836,CHEMBL87477,899.5,COc1cc(/C=C/c2ccc(N)cc2)cc(OC)c1OC,active
3837,CHEMBL1173700,979.49,COc1cccc(/C=C/c2ccc(N)cc2)c1OC,active
3838,CHEMBL1170893,39.99,COc1cc(/C=C(\Cn2ccnc2)c2ccc(N)cc2)cc(OC)c1,active
3839,CHEMBL1171091,8531.0,Nc1ccc(/C=C/c2cc(N)cc(N)c2)cc1,intermediate
3840,CHEMBL1170663,2421.03,COc1cc(/C=C/c2ccc(N)cc2)c(OC)c(OC)c1,intermediate
3841,CHEMBL1172400,2831.39,CC(=O)Oc1cc(/C=C/c2ccc(N)cc2)cc(OC(C)=O)c1,intermediate
3842,CHEMBL1173130,8491.8,Nc1ccc(/C=C/c2ccc3c(c2)OCO3)cc1,intermediate
3843,CHEMBL5423576,2798.98,COc1cc(OC)c(OC)cc1CCc1ccc(N)cc1,intermediate
3844,CHEMBL5417830,4295.36,O=[N+]([O-])c1cc(-c2cc([N+](=O)[O-])cc([N+](=O)[O-])c2)cc([N+](=O)[O-])c1,intermediate
3845,CHEMBL1171680,1798.87,COc1ccc(CCc2ccc(N)cc2)cc1OC,intermediate
3846,CHEMBL1172402,4405.55,Nc1ccc(/C=C/c2cc(O)cc(O)c2)cc1,intermediate
3847,CHEMBL1170678,59.98,COc1cc(/C=C(\Cn2ccnc2)c2ccc([N+](=O)[O-])cc2)cc(OC)c1,active
3848,CHEMBL4206988,680.77,COc1ccc(/C=C/c2ccc([N+](=O)[O-])cc2)cc1OC,active
3849,CHEMBL1191848,5321.08,Nc1ccc(C(O)Cn2ccnc2)cc1,intermediate
3850,CHEMBL162549,199.99,O=C(Cn1ccnc1)c1ccc([N+](=O)[O-])cc1,active
3851,CHEMBL5435609,3908.41,COc1cc(/C=C/c2ccccc2[N+](=O)[O-])cc(OC)c1,intermediate
3852,CHEMBL162431,1840.77,Nc1ccc(C(=O)Cn2ccnc2)cc1,intermediate
3853,CHEMBL5432300,3198.9,COc1ccc(/C=C/c2ccccc2[N+](=O)[O-])cc1OC,intermediate
3854,CHEMBL1171818,2798.98,COc1cc(CCc2ccc(N)cc2)cc(OC)c1,intermediate
3855,CHEMBL2430098,7328.25,c1ccc2oc(Cn3ccnc3)cc2c1,intermediate
3856,CHEMBL5395333,3899.42,Clc1ccc2oc(Cn3ccnc3)cc2c1,intermediate
3857,CHEMBL5434747,3908.41,Brc1ccc2oc(Cn3ccnc3)cc2c1,intermediate
3858,CHEMBL5411965,6251.73,Clc1cc(Cl)c2oc(Cn3ccnc3)cc2c1,intermediate
3859,CHEMBL5403643,8053.78,Brc1cc(Br)c2oc(Cn3ccnc3)cc2c1,intermediate
3860,CHEMBL5421772,199.99,Clc1ccc(C(c2cc3ccccc3o2)n2cncn2)cc1,active
3861,CHEMBL3623226,190.11,Fc1ccc(C(c2cc3ccccc3o2)n2cncn2)cc1,active
3862,CHEMBL5413902,590.2,Cc1ccc(C(c2cc3ccccc3o2)n2cncn2)cc1,active
3863,CHEMBL5419730,879.02,Clc1ccc(C(c2cc3ccccc3o2)n2cncn2)c(Cl)c1,active
3864,CHEMBL5424344,2999.16,Clc1ccc(C(c2cc3ccccc3o2)n2cnnn2)cc1,intermediate
3865,CHEMBL5397257,2167.7,Fc1ccc(C(c2cc3ccccc3o2)n2cnnn2)cc1,intermediate
3866,CHEMBL5421179,51999.6,Clc1ccc(C(c2cc3ccccc3o2)n2cnnn2)c(Cl)c1,inactive
3867,CHEMBL372999,43.95,COc1ccc2cc(C(O)(c3ccc(F)cc3)c3cccnc3)oc2c1,active
3868,CHEMBL202612,48.98,COc1ccc2cc(C(O)(c3ccc(Cl)cc3)c3cccnc3)oc2c1,active
3869,CHEMBL202020,159.96,COc1ccc(C(O)(c2cccnc2)c2cc3ccc(OC)cc3o2)cc1,active
3870,CHEMBL382500,130.02,COc1ccc(C(c2cc3ccc(OC)cc3o2)n2ccnc2)cc1,active
3871,CHEMBL198291,48.98,COc1ccc2cc(C(c3ccc(F)cc3)n3cncn3)oc2c1,active
3872,CHEMBL382902,43.95,COc1ccc2cc(C(c3ccc(Cl)cc3)n3cncn3)oc2c1,active
3873,CHEMBL379019,130.02,COc1ccc(C(c2cc3ccc(OC)cc3o2)n2cncn2)cc1,active
3874,CHEMBL197650,10.0,COc1ccc2cc(C(c3ccc(C#N)cc3)n3cncn3)oc2c1,active
3875,CHEMBL199334,599.79,COc1ccc2cc(C(c3ccc([N+](=O)[O-])cc3)n3cncn3)oc2c1,active
3876,CHEMBL201831,100.0,COc1ccc2cc(C(c3ccc(C)cc3)n3cncn3)oc2c1,active
3877,CHEMBL202065,130.02,COc1ccc2cc(C(c3ccc(C(F)(F)F)cc3)n3cncn3)oc2c1,active
3878,CHEMBL371663,1230.27,CCc1ccc(C(c2cc3ccc(OC)cc3o2)n2cncn2)cc1,intermediate
3879,CHEMBL446706,1458.81,Oc1ccc2cc(C(c3ccc(Cl)cc3)n3cncn3)oc2c1,intermediate
3880,CHEMBL202226,20.0,N#Cc1ccc(C(c2cc3ccc(O)cc3o2)n2cncn2)cc1,active
3881,CHEMBL202231,59.98,O=[N+]([O-])c1ccc(C(c2cc3ccc(O)cc3o2)n2cncn2)cc1,active
3882,CHEMBL5423274,6998.42,OC(c1ccc(F)cc1)(c1cccnc1)c1cc2ccccc2o1,intermediate
3883,CHEMBL5406056,4295.36,OC(c1ccc(Cl)cc1)(c1cccnc1)c1cc2ccccc2o1,intermediate
3884,CHEMBL5411393,1300.17,COc1ccc(C(O)(c2cccnc2)c2cc3ccccc3o2)cc1,intermediate
3885,CHEMBL5422369,209.89,N#Cc1ccc(C(c2cc3ccccc3o2)n2cncn2)cc1,active
3886,CHEMBL28971,4102.04,OC(c1ccc(Cl)cc1)(c1cncnc1)c1ccccc1Cl,intermediate
3887,CHEMBL29400,349.95,OC(c1ccc(Cl)cc1)(c1cncnc1)c1cccc(Cl)c1,active
3888,CHEMBL29904,70.96,OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)c1cncnc1,active
3889,CHEMBL28637,66.07,OC(c1ccc(Cl)cc1)(c1ccc(C(F)(F)F)cc1)c1cncnc1,active
3890,CHEMBL282325,179.89,OC(c1ccc(F)cc1)(c1ccc(Cl)cc1)c1cncnc1,active
3891,CHEMBL28696,529.66,OC(c1ccc(F)cc1)(c1ccc(F)cc1)c1cncnc1,active
3892,CHEMBL283085,410.2,Cc1ccc(C(O)(c2ccc(C)cc2)c2cncnc2)cc1,active
3893,CHEMBL286965,1648.16,OC(c1ccc(Cl)cc1)(c1cncnc1)c1cccc(F)c1,intermediate
3894,CHEMBL28753,1150.8,OC(c1ccc(F)cc1)(c1cncnc1)c1cccc(F)c1,intermediate
3895,CHEMBL5426057,4295.36,COc1cccc(C(O)(c2ccc(Cl)cc2)c2cncnc2)c1Cl,intermediate
3896,CHEMBL29523,1399.59,COc1ccc(C(O)(c2cncnc2)c2ccc(C)c(C)c2)cc1C,intermediate
3897,CHEMBL284636,1949.84,OC(c1ccccc1)(c1ccc(C(F)(F)F)cc1)c1cncnc1,intermediate
3898,CHEMBL28800,269.77,O=[N+]([O-])c1ccc(C(O)(c2ccccc2)c2cncnc2)cc1,active
3899,CHEMBL287393,1000.0,OC(c1ccccc1)(c1cncnc1)c1ccc(Cl)c(Cl)c1,active
3900,CHEMBL540958,3198.9,Cc1ccc(C(O)(c2ccccc2)c2cncnc2)cc1C,intermediate
3901,CHEMBL29669,54.95,Clc1ccc(C(c2ccc(Cl)cc2)c2cncnc2)cc1,active
3902,CHEMBL29901,82.04,CC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)c1cncnc1,active
3903,CHEMBL283671,77.98,FC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)c1cncnc1,active
3904,CHEMBL30047,2951.21,CCC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)c1cncnc1,intermediate
3905,CHEMBL29997,1009.25,Clc1ccc(C(Cc2ccccc2)(c2ccc(Cl)cc2)c2cncnc2)cc1,intermediate
3906,CHEMBL29952,1199.5,Fc1ccc(C(F)(c2cncnc2)c2ccccc2Cl)cc1,intermediate
3907,CHEMBL30043,194.98,Fc1ccc(C(F)(c2ccc(Cl)cc2)c2cncnc2)cc1,active
3908,CHEMBL26208,274.79,Clc1ccc(C(Cl)(c2ccc(Cl)cc2)c2cncnc2)cc1,active
3909,CHEMBL282079,3999.45,OC(c1ccc(Cl)cc1)(c1cncnc1)C1CCCCC1,intermediate
3910,CHEMBL26207,7798.3,OC(c1ccc(Cl)cc1)(c1cncnc1)C1CC2CCC1C2,intermediate
